RestaurantID,RestaurantName,City,State,OrderID,OrderDate,OrderType,PaymentMethod,CustomerID,Gender,AgeGroup,ItemID,ItemName,Category,Quantity,UnitPrice,Discount,TotalPrice,NetPrice,CostPrice,Profit
R100,McDonald's Noida,Noida,Uttar Pradesh,O210199,2024-04-14,Takeaway,Card,C13766,Female,46–60,I12,Brownie Sundae,Dessert,2,110,0,220,220,65,90
R104,McDonald's Gurugram,Gurugram,Haryana,O277394,2024-05-28,Dine-in,Cash,C14463,Female,60+,I02,Chicken Maharaja Mac,Burger,1,190,10,190,180,115,65
R100,McDonald's Noida,Noida,Uttar Pradesh,O286561,2024-06-26,Delivery,Card,C13606,Female,18–25,I19,Veg Pizza McPuff,Sides,3,42,20,126,106,22,40
R110,McDonald's Lucknow,Lucknow,Uttar Pradesh,O219602,2024-12-22,Takeaway,Card,C19307,Female,60+,I08,Sprite,Beverage,3,40,5,120,115,20,55
R105,McDonald's Noida,Noida,Uttar Pradesh,O225192,2024-07-20,Delivery,App,C14727,Female,Under 18,I10,McFlurry,Dessert,1,90,0,90,90,60,30
R103,McDonald's Noida,Noida,Uttar Pradesh,O276543,2025-03-22,Dine-in,Cash,C11319,Male,Under 18,I02,Chicken Maharaja Mac,Burger,2,190,0,380,380,115,150
R101,McDonald's Jammu,Jammu,Jammu and Kashmir,O219399,2024-10-05,Dine-in,App,C18299,Female,26–35,I06,Fries - Large,Fries,1,80,15,80,65,35,30
R102,McDonald's Jammu,Jammu,Jammu and Kashmir,O206176,2024-09-12,Takeaway,App,C13782,Male,46–60,I09,Cold Coffee,Beverage,2,90,20,180,160,50,60
R106,McDonald's Amritsar,Amritsar,Punjab,O299526,2025-01-14,Takeaway,App,C14201,Female,60+,I13,Masala Wedges,Sides,3,65,15,195,180,35,75
R103,McDonald's Jaipur,Jaipur,Rajasthan,O259094,2024-07-01,Dine-in,Cash,C17381,Male,26–35,I09,Cold Coffee,Beverage,2,90,15,180,165,50,65
R104,McDonald's Noida,Noida,Uttar Pradesh,O258676,2024-10-11,Delivery,Card,C11790,Male,60+,I03,McAloo Tikki,Burger,3,55,15,165,150,30,60
R104,McDonald's Amritsar,Amritsar,Punjab,O206495,2024-10-18,Takeaway,App,C18216,Female,46–60,I06,Fries - Large,Fries,3,80,15,240,225,35,120
R104,McDonald's Chandigarh,Chandigarh,Chandigarh,O209734,2024-10-06,Takeaway,App,C13363,Male,18–25,I01,Veg Maharaja Mac,Burger,1,170,15,170,155,100,55
R101,McDonald's Jaipur,Jaipur,Rajasthan,O282167,2024-11-07,Delivery,Card,C17045,Male,46–60,I01,Veg Maharaja Mac,Burger,3,170,5,510,505,100,205
R109,McDonald's Jaipur,Jaipur,Rajasthan,O277978,2025-03-23,Takeaway,Cash,C19924,Male,36–45,I13,Masala Wedges,Sides,2,65,15,130,115,35,45
R109,McDonald's Jaipur,Jaipur,Rajasthan,O273274,2024-05-27,Takeaway,Card,C15645,Male,18–25,I03,McAloo Tikki,Burger,3,55,0,165,165,30,75
R110,McDonald's Lucknow,Lucknow,Uttar Pradesh,O217731,2024-09-26,Delivery,Card,C18028,Male,26–35,I10,McFlurry,Dessert,3,90,10,270,260,60,80
R107,McDonald's Chandigarh,Chandigarh,Chandigarh,O275530,2025-01-24,Takeaway,Cash,C10806,Female,46–60,I08,Sprite,Beverage,3,40,5,120,115,20,55
R106,McDonald's Amritsar,Amritsar,Punjab,O231159,2024-09-23,Delivery,Card,C17274,Male,Under 18,I01,Veg Maharaja Mac,Burger,1,170,15,170,155,100,55
R103,McDonald's Dehradun,Dehradun,Uttarakhand,O275195,2024-06-27,Takeaway,Cash,C17309,Female,60+,I13,Masala Wedges,Sides,1,65,5,65,60,35,25
R106,McDonald's Dehradun,Dehradun,Uttarakhand,O296753,2024-05-07,Delivery,Card,C13110,Male,60+,I06,Fries - Large,Fries,1,80,20,80,60,35,25
R100,McDonald's Amritsar,Amritsar,Punjab,O228383,2024-05-10,Dine-in,Card,C10686,Male,36–45,I09,Cold Coffee,Beverage,3,90,10,270,260,50,110
R106,McDonald's Chandigarh,Chandigarh,Chandigarh,O295620,2024-05-12,Delivery,App,C15511,Other,Under 18,I10,McFlurry,Dessert,1,90,10,90,80,60,20
R103,McDonald's Shimla,Shimla,Himachal Pradesh,O271035,2025-02-07,Takeaway,App,C10755,Female,Under 18,I14,McPuff,Sides,3,42,20,126,106,20,46
R104,McDonald's Lucknow,Lucknow,Uttar Pradesh,O253700,2024-10-31,Delivery,Cash,C13437,Male,26–35,I07,Coca-Cola,Beverage,2,40,10,80,70,20,30
R108,McDonald's Amritsar,Amritsar,Punjab,O281438,2024-06-18,Dine-in,Cash,C12618,Female,46–60,I10,McFlurry,Dessert,2,90,15,180,165,60,45
R102,McDonald's Shimla,Shimla,Himachal Pradesh,O239227,2024-12-25,Dine-in,Cash,C12682,Male,36–45,I19,Veg Pizza McPuff,Sides,1,42,5,42,37,22,15
R104,McDonald's Shimla,Shimla,Himachal Pradesh,O274552,2024-05-28,Delivery,Cash,C10949,Male,46–60,I20,Chocolate Shake,Beverage,3,100,20,300,280,60,100
R106,McDonald's Delhi,Delhi,Delhi,O245968,2024-05-06,Takeaway,Cash,C13802,Female,26–35,I16,Strawberry Shake,Beverage,3,100,5,300,295,60,115
R104,McDonald's Amritsar,Amritsar,Punjab,O265627,2025-01-04,Delivery,Card,C16404,Female,Under 18,I20,Chocolate Shake,Beverage,2,100,15,200,185,60,65
R107,McDonald's Shimla,Shimla,Himachal Pradesh,O248185,2024-11-08,Delivery,Cash,C12769,Other,46–60,I13,Masala Wedges,Sides,3,65,15,195,180,35,75
R108,McDonald's Lucknow,Lucknow,Uttar Pradesh,O222229,2024-12-12,Delivery,Cash,C11797,Female,46–60,I17,Paneer Wrap,Burger,1,120,15,120,105,65,40
R108,McDonald's Jaipur,Jaipur,Rajasthan,O297330,2024-07-11,Delivery,App,C16997,Male,36–45,I15,Peri Peri Fries,Fries,2,95,5,190,185,45,95
R110,McDonald's Delhi,Delhi,Delhi,O225298,2025-02-03,Delivery,Card,C18120,Male,46–60,I13,Masala Wedges,Sides,3,65,10,195,185,35,80
R100,McDonald's Delhi,Delhi,Delhi,O269083,2025-03-21,Takeaway,Cash,C11792,Female,26–35,I15,Peri Peri Fries,Fries,3,95,5,285,280,45,145
R105,McDonald's Jaipur,Jaipur,Rajasthan,O243042,2024-06-29,Takeaway,Card,C10041,Female,36–45,I10,McFlurry,Dessert,3,90,10,270,260,60,80
R101,McDonald's Chandigarh,Chandigarh,Chandigarh,O292002,2024-06-15,Delivery,App,C15427,Female,60+,I02,Chicken Maharaja Mac,Burger,3,190,20,570,550,115,205
R101,McDonald's Jaipur,Jaipur,Rajasthan,O275255,2024-06-03,Delivery,Cash,C15735,Female,26–35,I13,Masala Wedges,Sides,1,65,5,65,60,35,25
R105,McDonald's Jaipur,Jaipur,Rajasthan,O229161,2024-09-14,Delivery,Cash,C17314,Male,18–25,I01,Veg Maharaja Mac,Burger,2,170,10,340,330,100,130
R108,McDonald's Gurugram,Gurugram,Haryana,O255467,2024-10-09,Dine-in,Card,C16660,Male,46–60,I03,McAloo Tikki,Burger,3,55,5,165,160,30,70
R101,McDonald's Chandigarh,Chandigarh,Chandigarh,O230359,2024-11-01,Delivery,App,C11796,Female,46–60,I11,Soft Serve Cone,Dessert,2,30,10,60,50,10,30
R102,McDonald's Jaipur,Jaipur,Rajasthan,O256035,2024-12-17,Delivery,App,C15028,Male,Under 18,I14,McPuff,Sides,3,42,0,126,126,20,66
R105,McDonald's Shimla,Shimla,Himachal Pradesh,O280852,2024-07-06,Delivery,Cash,C17339,Other,46–60,I05,Fries - Regular,Fries,3,50,15,150,135,22,69
R108,McDonald's Shimla,Shimla,Himachal Pradesh,O234039,2024-08-14,Dine-in,Card,C11001,Male,60+,I18,Chicken Nuggets,Sides,1,120,15,120,105,70,35
R110,McDonald's Chandigarh,Chandigarh,Chandigarh,O295874,2024-08-19,Dine-in,App,C13652,Male,60+,I09,Cold Coffee,Beverage,2,90,5,180,175,50,75
R104,McDonald's Noida,Noida,Uttar Pradesh,O292906,2024-04-18,Dine-in,Cash,C14820,Female,60+,I11,Soft Serve Cone,Dessert,2,30,20,60,40,10,20
R103,McDonald's Lucknow,Lucknow,Uttar Pradesh,O204557,2024-07-29,Takeaway,Card,C14827,Male,36–45,I16,Strawberry Shake,Beverage,1,100,15,100,85,60,25
R101,McDonald's Chandigarh,Chandigarh,Chandigarh,O267483,2025-01-15,Takeaway,Cash,C12307,Other,46–60,I17,Paneer Wrap,Burger,1,120,20,120,100,65,35
R109,McDonald's Dehradun,Dehradun,Uttarakhand,O257078,2024-08-16,Delivery,Card,C19516,Male,Under 18,I17,Paneer Wrap,Burger,2,120,15,240,225,65,95
R106,McDonald's Jammu,Jammu,Jammu and Kashmir,O276203,2024-10-29,Dine-in,Card,C19498,Female,60+,I15,Peri Peri Fries,Fries,3,95,20,285,265,45,130
R101,McDonald's Amritsar,Amritsar,Punjab,O260171,2024-09-16,Delivery,Cash,C10718,Male,46–60,I03,McAloo Tikki,Burger,2,55,20,110,90,30,30
R106,McDonald's Dehradun,Dehradun,Uttarakhand,O231639,2024-11-02,Dine-in,Cash,C10719,Female,18–25,I10,McFlurry,Dessert,2,90,0,180,180,60,60
R100,McDonald's Jaipur,Jaipur,Rajasthan,O206765,2024-07-08,Takeaway,Card,C16346,Male,46–60,I13,Masala Wedges,Sides,3,65,15,195,180,35,75
R100,McDonald's Amritsar,Amritsar,Punjab,O281661,2024-05-02,Takeaway,Cash,C18465,Female,26–35,I12,Brownie Sundae,Dessert,1,110,0,110,110,65,45
R102,McDonald's Noida,Noida,Uttar Pradesh,O247681,2024-04-30,Delivery,Cash,C17363,Male,60+,I03,McAloo Tikki,Burger,1,55,15,55,40,30,10
R100,McDonald's Dehradun,Dehradun,Uttarakhand,O282495,2024-05-02,Dine-in,Cash,C12458,Male,36–45,I10,McFlurry,Dessert,1,90,10,90,80,60,20
R104,McDonald's Gurugram,Gurugram,Haryana,O217553,2025-01-21,Takeaway,Card,C14439,Male,36–45,I16,Strawberry Shake,Beverage,2,100,20,200,180,60,60
R109,McDonald's Shimla,Shimla,Himachal Pradesh,O208861,2024-09-10,Takeaway,Cash,C11313,Male,Under 18,I07,Coca-Cola,Beverage,3,40,20,120,100,20,40
R106,McDonald's Dehradun,Dehradun,Uttarakhand,O217467,2024-11-02,Takeaway,App,C13609,Male,36–45,I16,Strawberry Shake,Beverage,1,100,5,100,95,60,35
R105,McDonald's Gurugram,Gurugram,Haryana,O296460,2024-06-20,Delivery,Cash,C18219,Female,18–25,I14,McPuff,Sides,3,42,5,126,121,20,61
R109,McDonald's Lucknow,Lucknow,Uttar Pradesh,O228208,2025-01-21,Delivery,Cash,C17701,Female,Under 18,I19,Veg Pizza McPuff,Sides,2,42,20,84,64,22,20
R108,McDonald's Jammu,Jammu,Jammu and Kashmir,O231320,2024-10-28,Takeaway,Cash,C12625,Male,36–45,I09,Cold Coffee,Beverage,1,90,10,90,80,50,30
R106,McDonald's Chandigarh,Chandigarh,Chandigarh,O231823,2024-07-24,Dine-in,Cash,C10023,Male,18–25,I05,Fries - Regular,Fries,1,50,15,50,35,22,13
R103,McDonald's Jammu,Jammu,Jammu and Kashmir,O282398,2024-07-17,Dine-in,Card,C14009,Male,60+,I03,McAloo Tikki,Burger,2,55,15,110,95,30,35
R110,McDonald's Gurugram,Gurugram,Haryana,O235175,2024-11-11,Dine-in,Cash,C17359,Female,18–25,I16,Strawberry Shake,Beverage,1,100,15,100,85,60,25
R101,McDonald's Delhi,Delhi,Delhi,O210927,2024-12-26,Dine-in,App,C14505,Female,18–25,I08,Sprite,Beverage,3,40,10,120,110,20,50
R109,McDonald's Jaipur,Jaipur,Rajasthan,O289729,2024-11-18,Dine-in,Card,C14884,Male,46–60,I05,Fries - Regular,Fries,3,50,10,150,140,22,74
R103,McDonald's Jaipur,Jaipur,Rajasthan,O216029,2024-11-05,Dine-in,App,C11683,Female,Under 18,I10,McFlurry,Dessert,1,90,20,90,70,60,10
R106,McDonald's Jaipur,Jaipur,Rajasthan,O288904,2024-07-06,Takeaway,Card,C11839,Male,26–35,I15,Peri Peri Fries,Fries,1,95,15,95,80,45,35
R103,McDonald's Jaipur,Jaipur,Rajasthan,O263036,2024-09-24,Dine-in,App,C19429,Female,46–60,I10,McFlurry,Dessert,2,90,15,180,165,60,45
R104,McDonald's Jaipur,Jaipur,Rajasthan,O230502,2024-05-22,Takeaway,App,C19443,Male,Under 18,I14,McPuff,Sides,1,42,15,42,27,20,7
R105,McDonald's Jammu,Jammu,Jammu and Kashmir,O203152,2024-09-20,Delivery,Card,C16267,Female,18–25,I07,Coca-Cola,Beverage,2,40,15,80,65,20,25
R101,McDonald's Delhi,Delhi,Delhi,O231282,2024-10-10,Delivery,App,C10244,Male,Under 18,I01,Veg Maharaja Mac,Burger,1,170,20,170,150,100,50
R106,McDonald's Lucknow,Lucknow,Uttar Pradesh,O294143,2024-04-21,Dine-in,App,C19397,Female,18–25,I16,Strawberry Shake,Beverage,1,100,5,100,95,60,35
R108,McDonald's Dehradun,Dehradun,Uttarakhand,O248171,2024-10-21,Delivery,Card,C19819,Female,Under 18,I01,Veg Maharaja Mac,Burger,3,170,0,510,510,100,210
R106,McDonald's Lucknow,Lucknow,Uttar Pradesh,O255114,2024-10-27,Takeaway,App,C15883,Female,26–35,I18,Chicken Nuggets,Sides,2,120,15,240,225,70,85
R100,McDonald's Gurugram,Gurugram,Haryana,O254891,2024-06-29,Delivery,App,C17044,Female,46–60,I10,McFlurry,Dessert,1,90,5,90,85,60,25
R101,McDonald's Jaipur,Jaipur,Rajasthan,O228217,2024-07-18,Delivery,Card,C17011,Other,36–45,I04,McChicken,Burger,2,130,15,260,245,75,95
R107,McDonald's Dehradun,Dehradun,Uttarakhand,O295769,2024-08-11,Takeaway,App,C13467,Female,Under 18,I14,McPuff,Sides,3,42,10,126,116,20,56
R103,McDonald's Noida,Noida,Uttar Pradesh,O289350,2024-12-29,Dine-in,App,C14722,Male,36–45,I11,Soft Serve Cone,Dessert,1,30,15,30,15,10,5
R104,McDonald's Jammu,Jammu,Jammu and Kashmir,O265488,2025-02-12,Delivery,App,C17065,Male,60+,I04,McChicken,Burger,3,130,15,390,375,75,150
R110,McDonald's Amritsar,Amritsar,Punjab,O260236,2024-09-17,Takeaway,Card,C19394,Male,Under 18,I08,Sprite,Beverage,1,40,0,40,40,20,20
R109,McDonald's Chandigarh,Chandigarh,Chandigarh,O201222,2025-02-05,Dine-in,Cash,C15505,Male,26–35,I08,Sprite,Beverage,1,40,5,40,35,20,15
R110,McDonald's Lucknow,Lucknow,Uttar Pradesh,O293985,2024-11-13,Delivery,Cash,C16439,Female,46–60,I04,McChicken,Burger,3,130,10,390,380,75,155
R107,McDonald's Delhi,Delhi,Delhi,O265596,2024-08-24,Takeaway,Card,C10196,Male,26–35,I11,Soft Serve Cone,Dessert,2,30,20,60,40,10,20
R105,McDonald's Jaipur,Jaipur,Rajasthan,O206286,2024-12-14,Delivery,App,C12836,Male,36–45,I12,Brownie Sundae,Dessert,2,110,10,220,210,65,80
R105,McDonald's Chandigarh,Chandigarh,Chandigarh,O284239,2025-02-09,Takeaway,Cash,C19987,Male,36–45,I11,Soft Serve Cone,Dessert,1,30,5,30,25,10,15
R102,McDonald's Gurugram,Gurugram,Haryana,O210739,2024-12-30,Delivery,App,C15367,Female,Under 18,I13,Masala Wedges,Sides,2,65,20,130,110,35,40
R107,McDonald's Jammu,Jammu,Jammu and Kashmir,O235021,2024-07-19,Takeaway,App,C13424,Male,46–60,I19,Veg Pizza McPuff,Sides,2,42,20,84,64,22,20
R106,McDonald's Dehradun,Dehradun,Uttarakhand,O251136,2024-11-08,Takeaway,Cash,C12855,Male,36–45,I16,Strawberry Shake,Beverage,2,100,20,200,180,60,60
R102,McDonald's Chandigarh,Chandigarh,Chandigarh,O291502,2024-07-25,Takeaway,Card,C12820,Female,36–45,I03,McAloo Tikki,Burger,1,55,0,55,55,30,25
R101,McDonald's Gurugram,Gurugram,Haryana,O266224,2024-05-16,Dine-in,Card,C14646,Female,46–60,I09,Cold Coffee,Beverage,1,90,15,90,75,50,25
R110,McDonald's Gurugram,Gurugram,Haryana,O238050,2024-08-21,Dine-in,App,C14403,Male,26–35,I04,McChicken,Burger,3,130,10,390,380,75,155
R101,McDonald's Lucknow,Lucknow,Uttar Pradesh,O286928,2024-12-30,Takeaway,Card,C17281,Male,36–45,I04,McChicken,Burger,1,130,0,130,130,75,55
R108,McDonald's Chandigarh,Chandigarh,Chandigarh,O213822,2025-02-15,Dine-in,App,C18034,Female,46–60,I10,McFlurry,Dessert,3,90,15,270,255,60,75
R105,McDonald's Gurugram,Gurugram,Haryana,O226385,2025-02-13,Delivery,Cash,C18034,Male,60+,I11,Soft Serve Cone,Dessert,1,30,20,30,10,10,0
R106,McDonald's Delhi,Delhi,Delhi,O281151,2024-06-16,Delivery,Card,C10410,Female,36–45,I05,Fries - Regular,Fries,3,50,0,150,150,22,84
R104,McDonald's Jaipur,Jaipur,Rajasthan,O298877,2024-06-30,Takeaway,App,C19841,Female,26–35,I02,Chicken Maharaja Mac,Burger,2,190,20,380,360,115,130
R104,McDonald's Amritsar,Amritsar,Punjab,O270761,2024-10-10,Delivery,App,C11590,Female,46–60,I16,Strawberry Shake,Beverage,1,100,10,100,90,60,30
R101,McDonald's Chandigarh,Chandigarh,Chandigarh,O275032,2025-02-22,Dine-in,Card,C16056,Male,36–45,I05,Fries - Regular,Fries,1,50,15,50,35,22,13
R105,McDonald's Amritsar,Amritsar,Punjab,O268004,2024-12-12,Dine-in,App,C18941,Female,46–60,I07,Coca-Cola,Beverage,1,40,10,40,30,20,10
R108,McDonald's Amritsar,Amritsar,Punjab,O281134,2024-08-06,Delivery,Card,C18156,Male,26–35,I10,McFlurry,Dessert,3,90,20,270,250,60,70
R110,McDonald's Delhi,Delhi,Delhi,O205370,2024-08-29,Takeaway,Card,C11364,Male,46–60,I17,Paneer Wrap,Burger,2,120,10,240,230,65,100
R107,McDonald's Noida,Noida,Uttar Pradesh,O237465,2025-02-09,Delivery,App,C18384,Female,26–35,I09,Cold Coffee,Beverage,3,90,10,270,260,50,110
R106,McDonald's Delhi,Delhi,Delhi,O280111,2024-08-14,Takeaway,Cash,C15671,Female,60+,I09,Cold Coffee,Beverage,2,90,10,180,170,50,70
R109,McDonald's Shimla,Shimla,Himachal Pradesh,O270890,2024-04-07,Delivery,Card,C12404,Male,60+,I19,Veg Pizza McPuff,Sides,2,42,15,84,69,22,25
R105,McDonald's Lucknow,Lucknow,Uttar Pradesh,O225025,2024-12-24,Takeaway,Card,C11690,Female,46–60,I04,McChicken,Burger,3,130,20,390,370,75,145
R110,McDonald's Lucknow,Lucknow,Uttar Pradesh,O286088,2025-02-18,Delivery,Card,C10315,Female,46–60,I11,Soft Serve Cone,Dessert,1,30,10,30,20,10,10
R100,McDonald's Lucknow,Lucknow,Uttar Pradesh,O209866,2024-12-22,Takeaway,Card,C14199,Female,18–25,I20,Chocolate Shake,Beverage,1,100,0,100,100,60,40
R108,McDonald's Jaipur,Jaipur,Rajasthan,O219181,2024-07-28,Dine-in,Cash,C14295,Female,36–45,I13,Masala Wedges,Sides,2,65,5,130,125,35,55
R110,McDonald's Gurugram,Gurugram,Haryana,O253387,2024-09-22,Dine-in,Card,C17256,Female,46–60,I13,Masala Wedges,Sides,3,65,5,195,190,35,85
R100,McDonald's Dehradun,Dehradun,Uttarakhand,O281775,2024-08-18,Delivery,Card,C19397,Female,26–35,I03,McAloo Tikki,Burger,1,55,0,55,55,30,25
R104,McDonald's Gurugram,Gurugram,Haryana,O274541,2024-05-22,Dine-in,Card,C14074,Female,18–25,I18,Chicken Nuggets,Sides,1,120,0,120,120,70,50
R103,McDonald's Dehradun,Dehradun,Uttarakhand,O288968,2024-12-13,Dine-in,App,C11501,Female,60+,I12,Brownie Sundae,Dessert,3,110,15,330,315,65,120
R102,McDonald's Dehradun,Dehradun,Uttarakhand,O284594,2024-06-28,Takeaway,Cash,C13107,Male,60+,I20,Chocolate Shake,Beverage,3,100,15,300,285,60,105
R108,McDonald's Chandigarh,Chandigarh,Chandigarh,O259516,2024-07-13,Takeaway,Cash,C17595,Female,46–60,I16,Strawberry Shake,Beverage,3,100,5,300,295,60,115
R101,McDonald's Amritsar,Amritsar,Punjab,O242208,2024-08-09,Dine-in,App,C17285,Female,Under 18,I16,Strawberry Shake,Beverage,2,100,20,200,180,60,60
R108,McDonald's Noida,Noida,Uttar Pradesh,O221828,2024-09-22,Delivery,Cash,C14790,Other,60+,I14,McPuff,Sides,1,42,10,42,32,20,12
R102,McDonald's Lucknow,Lucknow,Uttar Pradesh,O254984,2024-09-04,Dine-in,Cash,C16455,Female,60+,I11,Soft Serve Cone,Dessert,3,30,0,90,90,10,60
R101,McDonald's Lucknow,Lucknow,Uttar Pradesh,O203229,2025-03-08,Delivery,Card,C13875,Male,18–25,I06,Fries - Large,Fries,1,80,10,80,70,35,35
R100,McDonald's Gurugram,Gurugram,Haryana,O221998,2024-08-26,Delivery,Card,C13986,Female,36–45,I05,Fries - Regular,Fries,2,50,15,100,85,22,41
R100,McDonald's Jaipur,Jaipur,Rajasthan,O230708,2024-07-07,Dine-in,Cash,C17598,Female,18–25,I19,Veg Pizza McPuff,Sides,1,42,15,42,27,22,5
R108,McDonald's Amritsar,Amritsar,Punjab,O211407,2024-07-26,Takeaway,Cash,C18632,Female,36–45,I10,McFlurry,Dessert,1,90,20,90,70,60,10
R110,McDonald's Shimla,Shimla,Himachal Pradesh,O250399,2024-04-19,Dine-in,App,C18284,Female,26–35,I10,McFlurry,Dessert,2,90,10,180,170,60,50
R101,McDonald's Shimla,Shimla,Himachal Pradesh,O269383,2025-01-31,Delivery,Cash,C12750,Male,36–45,I16,Strawberry Shake,Beverage,2,100,20,200,180,60,60
R103,McDonald's Shimla,Shimla,Himachal Pradesh,O261080,2024-06-11,Delivery,Card,C11323,Female,36–45,I07,Coca-Cola,Beverage,3,40,15,120,105,20,45
R105,McDonald's Jaipur,Jaipur,Rajasthan,O275431,2024-11-13,Delivery,App,C18362,Female,18–25,I06,Fries - Large,Fries,2,80,5,160,155,35,85
R105,McDonald's Jaipur,Jaipur,Rajasthan,O245290,2024-12-01,Dine-in,Cash,C10287,Male,46–60,I09,Cold Coffee,Beverage,3,90,10,270,260,50,110
R104,McDonald's Noida,Noida,Uttar Pradesh,O231989,2024-05-09,Takeaway,Cash,C10602,Male,26–35,I17,Paneer Wrap,Burger,2,120,20,240,220,65,90
R102,McDonald's Lucknow,Lucknow,Uttar Pradesh,O201197,2024-06-15,Takeaway,Card,C15911,Male,46–60,I02,Chicken Maharaja Mac,Burger,1,190,20,190,170,115,55
R106,McDonald's Jaipur,Jaipur,Rajasthan,O254773,2024-08-16,Dine-in,App,C11342,Other,46–60,I07,Coca-Cola,Beverage,2,40,15,80,65,20,25
R105,McDonald's Chandigarh,Chandigarh,Chandigarh,O213097,2024-07-04,Takeaway,Cash,C16243,Male,26–35,I11,Soft Serve Cone,Dessert,2,30,15,60,45,10,25
R104,McDonald's Gurugram,Gurugram,Haryana,O231593,2024-09-16,Delivery,Card,C19798,Male,26–35,I01,Veg Maharaja Mac,Burger,1,170,15,170,155,100,55
R107,McDonald's Amritsar,Amritsar,Punjab,O224135,2024-06-19,Takeaway,Cash,C14910,Female,36–45,I07,Coca-Cola,Beverage,1,40,5,40,35,20,15
R102,McDonald's Chandigarh,Chandigarh,Chandigarh,O212613,2024-12-20,Dine-in,Cash,C18129,Male,26–35,I11,Soft Serve Cone,Dessert,1,30,20,30,10,10,0
R104,McDonald's Delhi,Delhi,Delhi,O272128,2024-06-25,Takeaway,App,C16962,Male,18–25,I04,McChicken,Burger,2,130,0,260,260,75,110
R100,McDonald's Jammu,Jammu,Jammu and Kashmir,O240891,2024-11-04,Dine-in,Card,C15136,Female,46–60,I02,Chicken Maharaja Mac,Burger,2,190,0,380,380,115,150
R106,McDonald's Amritsar,Amritsar,Punjab,O222755,2024-04-21,Takeaway,Cash,C17114,Female,36–45,I01,Veg Maharaja Mac,Burger,1,170,15,170,155,100,55
R109,McDonald's Dehradun,Dehradun,Uttarakhand,O298679,2025-02-23,Delivery,Cash,C13814,Male,26–35,I05,Fries - Regular,Fries,1,50,10,50,40,22,18
R100,McDonald's Delhi,Delhi,Delhi,O213453,2024-05-18,Dine-in,Cash,C14467,Male,36–45,I02,Chicken Maharaja Mac,Burger,1,190,0,190,190,115,75
R109,McDonald's Shimla,Shimla,Himachal Pradesh,O240961,2025-02-04,Delivery,App,C11309,Other,18–25,I10,McFlurry,Dessert,3,90,15,270,255,60,75
R105,McDonald's Jammu,Jammu,Jammu and Kashmir,O261501,2025-02-21,Takeaway,App,C12650,Male,26–35,I19,Veg Pizza McPuff,Sides,3,42,20,126,106,22,40
R110,McDonald's Noida,Noida,Uttar Pradesh,O224191,2024-07-12,Takeaway,Card,C12914,Female,36–45,I14,McPuff,Sides,2,42,5,84,79,20,39
R107,McDonald's Noida,Noida,Uttar Pradesh,O268582,2024-09-21,Dine-in,App,C15457,Male,46–60,I16,Strawberry Shake,Beverage,2,100,10,200,190,60,70
R109,McDonald's Amritsar,Amritsar,Punjab,O269094,2025-01-19,Takeaway,App,C10092,Female,46–60,I14,McPuff,Sides,2,42,0,84,84,20,44
R108,McDonald's Delhi,Delhi,Delhi,O263518,2025-01-09,Dine-in,App,C13191,Male,26–35,I07,Coca-Cola,Beverage,3,40,20,120,100,20,40
R106,McDonald's Chandigarh,Chandigarh,Chandigarh,O288781,2025-03-24,Dine-in,Card,C10351,Male,18–25,I18,Chicken Nuggets,Sides,1,120,5,120,115,70,45
R104,McDonald's Chandigarh,Chandigarh,Chandigarh,O250600,2024-09-25,Delivery,Cash,C19032,Male,18–25,I15,Peri Peri Fries,Fries,1,95,5,95,90,45,45
R100,McDonald's Gurugram,Gurugram,Haryana,O212097,2024-12-13,Delivery,Card,C17079,Female,18–25,I08,Sprite,Beverage,2,40,10,80,70,20,30
R102,McDonald's Amritsar,Amritsar,Punjab,O241917,2024-11-30,Delivery,Card,C18432,Female,46–60,I05,Fries - Regular,Fries,3,50,10,150,140,22,74
R110,McDonald's Jammu,Jammu,Jammu and Kashmir,O284609,2024-12-23,Dine-in,Cash,C17879,Male,Under 18,I08,Sprite,Beverage,2,40,5,80,75,20,35
R109,McDonald's Amritsar,Amritsar,Punjab,O259783,2024-08-26,Takeaway,Cash,C19669,Female,36–45,I04,McChicken,Burger,3,130,10,390,380,75,155
R107,McDonald's Jaipur,Jaipur,Rajasthan,O298864,2025-03-08,Delivery,Cash,C18996,Female,60+,I09,Cold Coffee,Beverage,3,90,20,270,250,50,100
R110,McDonald's Chandigarh,Chandigarh,Chandigarh,O259571,2024-04-16,Delivery,Cash,C18419,Female,36–45,I14,McPuff,Sides,3,42,15,126,111,20,51
R100,McDonald's Gurugram,Gurugram,Haryana,O223624,2025-01-23,Dine-in,App,C10954,Female,36–45,I01,Veg Maharaja Mac,Burger,3,170,5,510,505,100,205
R109,McDonald's Gurugram,Gurugram,Haryana,O204351,2025-01-01,Delivery,Cash,C15572,Male,26–35,I08,Sprite,Beverage,3,40,20,120,100,20,40
R102,McDonald's Amritsar,Amritsar,Punjab,O293115,2025-01-10,Dine-in,App,C13753,Female,36–45,I10,McFlurry,Dessert,2,90,5,180,175,60,55
R106,McDonald's Dehradun,Dehradun,Uttarakhand,O258805,2024-04-01,Delivery,Cash,C16421,Male,60+,I13,Masala Wedges,Sides,2,65,20,130,110,35,40
